Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
How to Create a Career You Love,"Are you tired of searching for the perfect job, new role, or elusive assignment that’s going to change everything in your career for the better? That perfect job is incredibly rare, but it is absolutely possible to attain a career you love—one that challenges, inspires and fulfills you. In this course, Jodi Glickman teaches you how to create opportunities for yourself so that you can maximize your impact, excel at what you do, and ultimately love your career. Jodi shows you how to optimize the aspects of your job that you do control, from making sure you’re growing and challenging yourself in your current role, to creating opportunities to work with people in your organization who you can learn from and who have the power and influence to help advance your career. Instead of waiting for a hypothetical dream job to come along, join Jodi as she gives you strategies to craft a career that you love.",Course,2022-02-24 18:32 UTC,N/A,false,N/A,
Artificial Intelligence for Business Leaders,"There are many business needs that artificial intelligence can help solve: logistics, market analysis, customer support, inventory prediction, and more. Yet business managers often don't make the connection between these challenges and the AI technology and tools that can help solve them. This course links common business needs to practical AI-based solutions, so you can build or buy the best AI systems for your organization. Instructor Doug Rose explains how AI can automate customer service, including phone, online chat, and even in-person interactions. He shows how business logistics can benefit from automated decision-making and data retrieved from IoT devices. He also discusses machine learning for making better predictions for sales, purchasing, and many other aspects of your business. Along the way, Doug reviews top AI tools, including TensorFlow, Amazon Web Services, and Microsoft Azure. By taking this course, you can leverage the untapped potential of artificial intelligences to take your business to the next level.<br><br>

This course was created by Doug Rose. We are pleased to offer this training in our library.",Course,2024-01-16 17:43 UTC,2024-01-12 07:35 UTC,true,N/A,
Delivering an Authentic Elevator Pitch,"Find out how to craft an authentic personal pitch while projecting competence and warmth—two key factors in making a great first impression. Instructor Tatiana Kolovou shares how building trust with people and making a positive first impression isn’t a matter of magic. Tatiana reveals how verbal and nonverbal behaviors can influence the way people react in an initial meeting, whether in person, over the phone, or online.",Course,2020-11-24 14:12 UTC,N/A,false,N/A,
Making Hybrid Teams Work,"Are you looking for ways to successfully support a hybrid team? Teams that are hybrid by design, with members working in different locations and time zones at offices and in the field, have unique requirements and challenges that need to be addressed intentionally—not just by thoughtful leaders, but by all teammates.<br><br>Join instructor Melanie Proshchenko in this overview of key practices and approaches to supporting teams in the new hybrid work environment. Learn how to implement effective hybrid management strategies, leverage technology and hybrid tools, and operate as a successful hybrid team. Get tips from Melanie on the latest research on how to identify what’s lacking from your hybrid team structure and create a more fluid, respectful, and collaborative work environment. By the end of this course, you’ll have the skills you need to foster a higher performing hybrid culture where everyone on your team has a voice.",Course,N/A,N/A,true,N/A,
Creating GPTs with Actions,"<p>Did you know that you can extend the capabilities and knowledge of ChatGPT in real time using GPTs and actions? GPTs with actions provide a user-friendly, AI-powered interface to your APIs that integrates seamlessly with ChatGPT. In this hands-on course, instructor Kesha Williams teaches you how to build custom GPTs from scratch.</p><p>Explore everyday use cases for GPTs with actions and get inspired to start creating your own. Learn about the end-to-end flow, your options for developing and integrating APIs with your actions, and techniques for running and debugging. Along the way, discover best practices for development, security, and maintenance. By the end of this course, you’ll be equipped with practical skills to develop a custom GPT, make it available for others to use, and extend ChatGPT to drive innovation with AI-powered solutions.</p>",Course,2024-08-23 21:43 UTC,N/A,false,N/A,
LinkedIn Premium Quick Tips (2023),"Looking for a new role, but not sure where to start? You can find your next job—or simply get ahead in your field—using the powerful features and networking tools of LinkedIn Premium. Join LinkedIn Learning staff instructor Garrick Chow as he provides quick answers to all those ""How do I...."" questions, covering everything from InMail to privacy settings, out-of-office replies, and more. He also offers easy-to-use, bite-sized tips for leveraging Premium features designed specifically for job hunters, such as Open Profile, Company Insights, Applicant Insights, Resume Builder, and Interview Prep.",Course,2023-12-02 16:33 UTC,N/A,false,N/A,
Nano Tips to Sharpen Your Critical Thinking with Shadé Zahrai,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, explore what it takes to become a better critical thinker, using practical insights from award-winning leadership strategist and peak performance specialist Shadé Zahrai.</p><p>Learn how to scrutinize information like an investigator, posing Socratic questions and pushing the boundaries of your perspective. Challenge your assumptions to make better, smarter, more disruptive decisions with tools and techniques to enhance your focus and sense of clarity. Along the way, Shadé gives you pointers on how to avoid overthinking things to improve your chances of success in both your personal and professional life. By the end of this course, you’ll be prepared to create more inclusive, equitable spaces for open dialogue, ideation, and critical voice.</p>",Course,2025-02-23 18:57 UTC,N/A,false,N/A,
Practice Exam 1 for CompTIA A+ (220-1101),"<p>This practice exam is intended to help you prepare for the <b>CompTIA A+ (220-1101)</b> certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p><p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>
<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-comptia-a-plus-220-1101/"" target=""_blank"">Practice Exam 2 for CompTIA A+ (220-1101)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-3-for-comptia-a-plus-220-1101/"" target=""_blank"">Practice Exam 3 for CompTIA A+ (220-1101)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-4-for-comptia-a-plus-220-1101/"" target=""_blank"">Practice Exam 4 for CompTIA A+ (220-1101)</a></li>
</ul>
<p><b>About the certification</b>: To learn more about this certification, visit <a href=""https://www.comptia.org/certifications/security#examdetails""><b>CompTIA</b></a>.<p><I>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self-assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</I></p>",Course,2024-12-17 18:36 UTC,N/A,false,N/A,
Working on a Cross-Functional Team,"Most organizations are looking for ways to improve how employees work in teams. A standard functional organization encourages people to focus on their own individual tasks. Cross-functional teams, on the other hand, bring everybody together to deliver the whole product. You no longer depend on rigid organizational lines, and instead focus on tighter collaboration and greater employee empowerment. In the course, Doug Rose talks about the importance of understanding cross-functional teams and how they allow employees to work better together. Plus, see how to overcome common challenges and maximize your team's performance. As you'll learn, cross-functional teams can be more productive, as well as a fun and rewarding way to work together to quickly deliver your product.",Course,2022-03-31 21:59 UTC,N/A,false,N/A,
Practice Exam 4 for Certified Information Security Manager (CISM),"<p>This practice exam is intended to help you prepare for the <b>Certified Information Security Manager (CISM)</b>certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p>

<p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>

<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-1-for-certified-information-security-manager-cism"" target=""_blank""><i>Practice Exam 1 for Certified Information Security Manager (CISM)</i></a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-certified-information-security-manager-cism"" target=""_blank""><i>Practice Exam 2 for Certified Information Security Manager (CISM)</i></a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-3-for-certified-information-security-manager-cism"" target=""_blank""><i>Practice Exam 3 for Certified Information Security Manager (CISM)</i></a></li>
</ul>

<p><b>About the certification</b>: To learn more about this certification, visit <b><a href=""https://www.isaca.org/credentialing/cism"">Certified Information Security Manager (CISM)</a></b>.</p>

<p><i>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self-assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</i></p>",Course,2025-01-14 05:39 UTC,N/A,false,N/A,
Learning Amazon SageMaker (2019),"SageMaker is Amazon’s solution for developers who want to deploy predictive machine learning models into a production environment. Programming is done in Python and the results can easily be integrated into cloud-based applications. These lessons review the entire Amazon SageMaker workflow: analysis, build, and final deployment. Instructor Martin Kemka introduces the benefits of Amazon SageMaker and reviews its browser-based interface and toolset. In the second chapter, he shows how to import, investigate, visualize, and summarize your data. The next stage is to use a clean data sample to train a machine learning model to fulfill a basic task. Finally, Martin shows how the model is deployed. Almost every chapter concludes with a challenge that allows you to practice your new SageMaker skills.",Course,2022-07-18 15:24 UTC,N/A,false,N/A,
Ken Blanchard on Servant Leadership,"Self-serving leaders can be both destructive and highly ineffective. By making leadership all about them, they create a negative working environment where employees often lack the motivation to produce their best work. In this concise course, Ken Blanchard—a pioneer in the leadership space—shares his insights on servant leadership. Ken discusses practical ways for leaders to implement this approach in their organization, covering habits of servant leaders, how to create a servant leader culture, and how to manage effectively. Upon completing this course, you'll have a greater understanding of how to operate as a servant leader, and shift your focus from yourself to your employees and what you're ultimately trying to accomplish.",Course,2020-10-04 17:35 UTC,N/A,false,N/A,
Understanding the Architectural Design Process,"What is the role of an architect in the creation of a building? And what are the regulation factors governing how an architect operates their business? In this course, join architect Branka Knezevic as she demystifies the architectural design process. Branka breaks down the major phases in the design process—from predesign to construction administration—using real-life examples from her own practice along the way. Plus, she delves into the role of contracts as guiding documents in project delivery, the different project delivery methods for architects, and more.",Course,2021-12-27 17:18 UTC,N/A,false,N/A,
Head and Heart: The Art of Modern Leadership,"<p>What does it take to become a truly successful leader? The answer may not be what you think. In the 2023 book <i>Head & Heart: The Art of Modern Leadership</i>, author Kirstin Ferguson—award-winning columnist, leadership expert, and 2021 Thinkers50 Top 30 Thinker to Watch—explores the challenges and opportunities of leadership today and shows readers how to inspire, influence others, and make an impact. Tune into this audiobook summary from Next Big Idea Club to hear Kirstin as she shares five key insights from <i>Head & Heart</i>. Find out why leadership is simply a series of moments, why to live is to lead, how to master the art of modern leadership, why modern leaders monitor their word-to-wisdom ratio, and how to start reading the room like a pro.</p><p>This audiobook summary was created by Next Big Idea Club. We are pleased to host this content in our library.</p>",Course,2024-06-25 06:28 UTC,N/A,false,N/A,
The AI-Driven Project Manager: 10X Your Productivity with Generative AI,"Learn how to uplevel your projects and streamline your work with ChatGPT. In this course, senior program manager and founder of Path to PM Jean Kang shares proven tips to help you automate and speed up common project management tasks. Learn how to use ChatGPT to build a project plan, based on factors such as resource availability and project timelines. Discover how to leverage ChatGPT for risk and change management to quickly identify potential issues and take action before they threaten project outcomes. Explore ways to use ChatGPT to craft stakeholder communication tailored to each individual, taking into account their preferences and communication style. Finally, Jean delves into using ChatGPT for project tracking and reporting, so that you can stay on top of project progress and make data-driven decisions.",Course,2026-01-31 11:28 UTC,N/A,false,N/A,
Practice Exam 3 for CompTIA CySA+ (CS0-003),"<p>This practice exam is intended to help you prepare for the <b>CompTIA CySA+ (CS0-003)</b> certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p>

<p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>
<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-1-for-comptia-cysa-plus-cs0-003/"" target=""_blank"">Practice Exam 1 for CompTIA CySA+ (CS0-003)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-comptia-cysa-plus-cs0-003"" target=""_blank"">Practice Exam 2 for CompTIA CySA+ (CS0-003)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-4-for-comptia-cysa-plus-cs0-003"" target=""_blank"">Practice Exam 4 for CompTIA CySA+ (CS0-003)</a></li>
</ul>
<p><b>About the certification</b>: To learn more about this certification, visit <a href=""https://www.comptia.org/certifications/cybersecurity-analyst"" target=""_blank""><b>CompTIA</b></a>.</p>

<p><i>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self-assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</i></p>",Course,2024-09-15 03:53 UTC,N/A,false,N/A,
Designing a Google Cloud Landing Zone,"A Google Cloud landing zone is a modular and scalable configuration that enables organizations to adopt Google Cloud for their business needs. A landing zone is often a prerequisite to deploying enterprise workloads in a cloud environment. Landing zone helps your enterprise deploy, use, and scale Google Cloud services more securely. In this course, Mayank Pandey covers the important design decisions while implementing the Google Cloud landing zone. Learn about different GCP features like identity provisioning, resource hierarchy, networking, security controls, and more.",Course,2024-10-12 02:22 UTC,N/A,false,N/A,
Social Media Marketing Strategy: TikTok and Instagram Reels,"If you’re in marketing, the only thing worse than not having a social media marketing strategy is having a bad one. This course shows you how to use TikTok and Instagram Reels to boost your brand awareness and audience engagement, as well as effectively reach and expand your audience. Ashley Kennedy starts by discussing the role of short-form video in social media marketing, then details techniques to create strong short-form video regardless of the platform. She digs deeper into TikTok and Instagram Reels, highlighting the unique potential rewards of each, along with similarities you can leverage between the platforms. Ashley also provides insights on the TikTok algorithm, how to use hashtags effectively, capitalize on trends, and leverage influencers to aid in your marketing efforts. Even if you don’t have a background in video, Ashley gives you the tools you need to produce high-performing social media content for both TikTok and Instagram, a Meta platform.",Course,2022-01-07 21:38 UTC,N/A,false,N/A,
Sales Management Foundations,"When sales forces are managed well, companies drive more revenue. In this course, marketing professor Drew Boyd explains what sales management is, why it is important, and how you can get the skills you need to become an outstanding sales manager and recruit, train, retain, and manage a high-performing sales team. He reveals how to motivate individual salespeople and teams with compensation and quotas. Drew also provides an overview of creating and managing sales territories, including sales forecasting and evaluation of territories' performance. Last but not least, he shows you how to adapt all the lessons in this course to successfully manage in a remote/hybrid work environment.",Course,2022-03-10 23:58 UTC,N/A,false,N/A,
IT Security Foundations: Core Concepts,"Every day, we interact with our digital devices. At the same time, we’re faced with the threat of cyberattacks that can compromise our privacy and security. Learning the basics of how to secure our digital world will help us avoid becoming victims of a cyberattack. In this beginner-level course, <i>IT Security Foundations</i> series creator Lisa Bock covers basic security concepts. Learn strategies malicious actors use to gain access to your system using social engineering, malware, and spyware. Dive into some basic wireless security best practices, tips for beefing up browser security, and techniques for implementing encryption. Additionally, find out how to manage cookies when using a browser and discover best practices on how to secure your devices and applications.",Course,2024-12-22 05:30 UTC,N/A,false,N/A,
Cisco Network Security: Cisco Firewall Technologies,"Are you looking to learn the basics of configuring a firewall to secure your Cisco network? In this course, security ambassador Lisa Bock focuses on the most essential Cisco firewall technologies. Explore the core concepts of a firewall, what it is, and how it works in a variety of distinct security contexts, as Lisa shows you how to configure a basic firewall, choosing the option that’s best for you. Learn about stateless, stateful, and application firewalls with best practices for deploying each. Discover the essentials of managing access control lists, implementing network address translations on Cisco ASA, and identifying when and how to leverage a zone-based firewall to monitor traffic between internal and external zones. In closing, Lisa takes a closer look at some of the key features available on the Cisco ASA, such as the basics of access management, the Cisco Modular Policy Framework, high availability technology, and the Hot Standby Router Protocol (HSRP).",Course,2024-12-29 18:22 UTC,N/A,false,N/A,
AI in Project Management,"<p>Discover how AI can streamline project management in this course led by experts Chris Croft and Dave Birss. Chris brings extensive expertise in project management, while Dave specializes in generative AI, making them the perfect duo to guide you through integrating AI into your project workflows. </p>

<p>This course teaches you how to integrate AI effectively into project planning, enhancing everything from risk assessment to resource allocation. This course covers practical AI applications in project management, demonstrating how it interfaces with management software and improves the estimation of time and costs. </p>

<p>Ideal for project managers eager to incorporate AI into their processes for quicker, more precise planning. You'll start with simple tasks like automating meeting minutes and gradually progress to more complex applications. By the end of this course, you'll be equipped to use AI as a significant asset in your project management toolkit. </p>

<p>This course was created by Chris Croft, Dave Birss, and CRFT Productions. We are pleased to host this training in our library. </p>",Course,2026-04-15 01:41 UTC,N/A,false,N/A,
On-the-Spot Business Headshots,"Imagine this: it’s your first day at a new job, and someone from HR tells you to stand up against a wall and smile, as they simultaneously snap a picture of you mid blink. Congratulations—this is the ID photo that will live on in infamy on your badge for as long as you're employed at the company. As a professional headshot photographer for 15+ years, <a href=""https://www.kristinasherk.com/"" target=""blank"">Kristina Sherk</a> has heard all sorts of horror stories about this exact welcome-to-the-team ritual. In this course, Kristina addresses all the dos and (definitely) don’ts of corporate headshot photography. Whether you're the photographer or the subject, this course can show you how to make this experience as enjoyable as possible, while significantly improving the quality of your headshots. Learn how to get great results when taking both outdoor and indoor headshots, whether you're working without gear or with the best equipment on the market.<br><br>This course was created by RHED Pixel. We're pleased to host this training in our library.",Course,2021-09-11 22:17 UTC,N/A,false,N/A,
Simple Statistics for User Experience Projects,"Despite statistics being used more widely than ever and in increasingly diverse fields, many people still see statistics as a scary or confusing topic. In this course, Chris Nodder looks to take some of the mystery out of statistics by using real-world examples that show how you can apply data to your own work and user experience design projects. Chris starts with explaining that not every situation needs or benefits from statistics at all. He llustrates when stats and data are actually useful. Then, he dives into key topics like why statistics are important for design projects; how to ask the right questions in order to get targeted results; the types of data you'll want to collect, and methods for doing so; how to analyze the data you've gathered and process it; and how to report the results in a meaningful way and continue the process forward.",Course,2021-12-05 18:02 UTC,N/A,false,N/A,
Managing Teams,"<p>Teams are where things get done at work and the role of managers is even more important than ever to achieving goals and business results. In this course, professor, consultant, and coach Daisy Lovelace shows you how to set goals, delegate, manage performance, and develop both your team and the individuals on it. Find out how to manage difficult behavior and underperformance. Go over practical ways to cultivate psychological safety and improve communication within your team. Learn how to manage as a coach, protector, and role model. Explore the challenges and solutions related to managing in various settings: virtual, global, intergenerational, and cross-functional. Plus, discover actionable strategies and tools that can help guide your thinking as a manager.</p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p>",Course,N/A,N/A,true,N/A,
Learning Python Generators,"Generators are a concept unique to Python. They're incredibly helpful if you know how and when to use them. Simply put, generators are possibly the best way to iterate through large and complex data sets. In this course, Megan Amendola covers the basics you need to know about Python generators, starting from what they are, how to create them, what they’re for, and ways to use them. Megan teaches you the benefit of using Python generators to improve your program’s performance and save memory when working with large data sets using generator functions. She also covers what Python’s yield keyword is and what it does, how to create a generator expression, how to combine multiple generators into a pipeline, and more. Megan also provides challenges and solutions as you go along so you can test your knowledge as you learn.",Course,2024-10-18 17:04 UTC,N/A,false,N/A,
Microsoft Power Platform Fundamentals (PL-900) Exam Tips,"<p>The Power Platform Fundamentals certification is designed to measure general understanding and familiarity of the popular no-code/low-code suite of software tools from Microsoft, which includes Power BI, Power Apps, Power Pages, Power Automate, and Power Virtual Agents. To earn the certification, one must pass the Power Platform Fundamentals (PL-900) exam. In this course, Microsoft Power Platform Advocate April Dunnam provides an overview of this certification, and highlights the six main domains from the exam. To pass the exam, you must be able to demonstrate the business value of Microsoft Power Platform; identify the core components of Power Platform; demonstrate the capabilities of Power BI; describe the capabilities of Power Apps; demonstrate the capabilities of Power Automate; and demonstrate the business value of Power Virtual Agents.</p><p>
Whether you’re looking for a primer on the exam or need a refresher on the exam topics, this course can help you get started on your path to certification.</p>",Course,2025-01-03 09:10 UTC,N/A,false,N/A,
Become a Chief of Staff,"The chief of staff role has moved beyond politics and into corporations of all sizes. Brian Rumao has been the chief of staff to the CEO of LinkedIn, Jeff Weiner, for the last five years and in this course he shares his advice and experiences with you. Learn the common responsibilities and characteristics of a great chief of staff, how to get hired, and how to get off to a strong start. Discover best practices for managing operations, strategic initiatives, and leadership communications. Plus, get tips to make you more successful as you help the CEO, executive team, and company be more productive and effective. These lessons provide a launchpad for anyone who wants to become a chief of staff and succeed in this fast-growing, unique, and rewarding position.",Course,2021-12-02 02:27 UTC,N/A,false,N/A,
How to Make Strategic Thinking a Habit (2020),"Working hard is important—but what's really critical is making sure you're working on the right things. That's what strategic thinking enables you to do. In this course, Dorie Clark shares frameworks and strategies to help you make strategic thinking a daily habit, so that you can make the best use of your time, energy, and effort at work. Discover how to set yourself up for success by carving out time for strategic thinking and adjusting your routine to spark more strategic thoughts. Get tactics for thinking strategically about the tasks and decisions that lie ahead of you, as well as how to revisit past decisions to glean valuable insights. Learn how to change the way you approach your to-do list and examine the root cause of problems to devise better solutions. Plus, Dorie explains how to consistently ask yourself the right questions, so that you don't get off track.",Course,2021-01-14 18:34 UTC,N/A,false,N/A,
Dan Ariely on Making Decisions,"What happens in your brain when you make a decision? When should you use your intuition? How do you make a decision when the stakes are high, when someone will be negatively impacted, when there’s too much or too little information, or when you need to involve your whole team in the decision-making process? And how can you stop procrastinating making a decision? In this course, Dan Ariely—social scientist, beloved professor, and best-selling author of seven books—answers the most-pressing questions about decision-making, based on insights from his extensive research.",Course,2022-10-10 19:14 UTC,N/A,false,N/A,
Hands-On AI: Build a Generative Language Model from Scratch,"You’ve heard about AI and its applications. You’ve probably used AI—maybe without even realizing it. Now, take a deep dive into AI in this hands-on course by building your own AI from scratch. Instructor Ronnie Sheer first guides you through a short project: the creation of a text completion model similar to the autocomplete function on a smartphone. He then shows you how to build a model that filters out hateful comments on social media. Plus, Ronnie demonstrates how you can use lyrics from your favorite songs to generate new, thematically similar lyrics.",Course,2024-08-08 14:29 UTC,N/A,false,N/A,
Power BI: Dashboards for Beginners (2020),"Get a short and simple beginner's guide to Power BI. In this quick course, Joshua Rischin demystifies the process of building dashboards in Power BI, the powerful business analytics and data visualization tool from Microsoft. Joshua begins with a quick primer on how Power BI dashboards work, including the building blocks of a dashboard. Next, he shows how to select the right data and connect it to your dashboard. You can then learn how to prepare and adjust the dashboard’s layout, select and configure a chart type, apply dashboard filters, and enhance the dashboard in a number of useful ways. These lessons make it easy even for novice users to turn raw data into a powerful story that can help drive better business decisions.",Course,2021-01-25 07:23 UTC,N/A,false,N/A,
Learning Adobe Audition,"Adobe Audition is a powerful tool for recording, editing, enhancing, and mixing audio of all kinds. It's also a deep program that can seem intimidating at first, but don’t let that stop you from exploring. In this course, author of the official <i>Adobe Audition Classroom in a Book</i> Maxim Jago breaks it down for you, outlining the key features and processes involved in creating great-sounding audio with Audition. An ideal fit for podcasters, audio producers, and video producers working with audio, this course equips you with the skills you need to produce and share exceptional audio content on your next project.",Course,2025-02-12 12:49 UTC,N/A,false,N/A,
Learning PCB Design with OrCAD,"Designing printed circuit boards (PCBs)—which help to power nearly all electronic devices—requires both sound reasoning and creative thinking. In this course, Kirsch Mackey steps through this process, demonstrating how to design and output a PCB using OrCAD (also known as Allegro), the industry-leading software used by many of the world's top electronic and consumer device manufacturers. Kirsch steps through how to work with both OrCAD Capture and PCB Editor to bring your project to the finish line, helping you become familiar with the electronic board development workflow along the way. Learn how to create electronic schematics, lay out your circuits on printed circuit boards, and generate manufacturing files and PCB documentation.",Course,2021-09-25 23:17 UTC,N/A,false,N/A,
Introduction to AI-Native Vector Databases,"<p>The primary purpose of vector databases is to provide fast and accurate similarity search or nearest neighbor search capabilities. The integration of AI techniques in vector databases enhances their capabilities, improves search accuracy, optimizes performance, and enables more intelligent and efficient management of high-dimensional data. In this course, Zain Hasan introduces this foundational technology—which is already being used in industries like ecommerce, social media, and more. Zain covers everything from foundational concepts around AI-first vector databases to hands-on coding labs for question answering using LLMs.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/vector-databases-professional-certificate-by-weaviate?u=104"" target=""_blank"">Professional Certificate</a> from Weaviate.</p>",Course,2025-06-06 05:15 UTC,N/A,false,N/A,
InfraWorks 2021: Parametric Civil Structure Models,"InfraWorks 2021 has implemented enhanced capabilities that you can use to build parametric tunnel components, bridge components, and street signs. Often, a project calls for specific parts that don’t ship with the standard components available in InfraWorks. However, you can create your own, using InfraWorks and Inventor. In this course, instructor Lynda Sharkey shows you how. Lynda begins by explaining parametric content, then steps through how to use InfraWorks and Inventor to export, modify, and use a parametric tunnel component. She discusses creating, modifying, and using a parametric bridge component, again with InfraWorks and Inventor. Lynda covers some gotchas that may occur when you are creating parametric content, so that you can avoid problems and frustrations. In conclusion, she walks you through how to set up, model, modify, and use parametric street sign components.",Course,2021-11-29 15:00 UTC,N/A,false,N/A,
Learning Data Analytics,"Every person who works with data has to perform analytics at some point. This popular training course—dramatically expanded and enhanced for 2018—teaches analysts and non-analysts alike the basics of data analytics and reporting. Robin Hunt defines what data analytics is and what data analysts do. She then shows how to identify your data set—including the data you don't have—and interpret and summarize data. She also shows how to perform specialized tasks such as creating workflow diagrams, cleaning data, and joining data sets for reporting. Coverage continues with best practices for data analytics projects, such as verifying data and conducting effective meetings, and common mistakes to avoid. Then learn techniques for repurposing, charting, and pivoting data. Plus, get helpful productivity-enhancing shortcuts and troubleshooting tips for the most popular data analytics program, Microsoft Excel.",Course,2020-10-01 17:29 UTC,N/A,false,N/A,
Using SQL with C++,"C++ is a powerful language for database applications, and it can be an excellent tool to use with SQL. In this course, instructor Bill Weinman gets you started on leveraging the power of C++ in SQL, starting with the basics, like connecting to a database, performing simple queries, and reading rows from a table. He also explains how to use prepared statements and bind variables, as well as how to build a wrapper class to streamline the SQL interface. Finally, he shows you how to build a specialized application class so you can create an application using what you learned. If you’re an experienced C++ developer looking to learn how to use C++ with SQL, this course is for you.",Course,2022-01-19 23:44 UTC,N/A,false,N/A,
Preparing for the EU AI Act: A Conversation with Jon Adams,"Discover how the EU AI Act affects your business and businesses around the globe. The EU AI Act is a groundbreaking regulation designed to ensure trustworthy AI by setting a legal framework for the development, deployment, and use of AI in the European Union. In this conversation with Jon Adams, Senior Director of Legal for LinkedIn, discover how the EU AI Act could impact your company, regardless of where it is based. Jon demystifies the EU AI Act's implications for various business functions and timelines for compliance. Learn what average users need to know about AI tools and how business leaders should prepare for compliance.",Course,2025-02-20 20:31 UTC,N/A,false,N/A,
Find Your Passion: How Padma Lakshmi Found Hers,"Throughout Padma Lakshmi's impressive career, she has assumed a range of roles, including model, author, and executive producer of an Emmy award-winning show: <i>Top Chef</i>. In this course, Padma digs into the life and career experiences that helped her find success. Along the way, she shares practical strategies that can help professionals of all stripes find their unique place in the world, face their fears, and seize the opportunities that come their way. Tune in to get Padma's advice for young women on how to land their dream job, as well as her thoughts on the importance of giving back to your community—both by helping to eradicate inequality and by being vulnerable about your own challenges. Plus, she shares her take on why it's essential to nurture your own health and passions throughout your journey.",Course,2021-05-16 16:23 UTC,N/A,false,N/A,
Customer Experience Leadership,"<p>A profound shift is underway from functional-driven products, services, and support to a more comprehensive customer experience strategy. Customer experience (CX) is a holistic approach to the customer lifecycle, from before the sale, to the experience the customer has with your products or services, to their experience when needing support, to loyalty and lifetime value. In this course, globally-known customer strategy and management expert Brad Cleveland shows you how to establish, maintain, and continue to improve upon customer experience. Brad covers how to communicate your vision and goals and how to engage your employees in building CX success. He explains how to boost the strategic value of listening, telling your customer’s story, and building a culture of customer advocacy. Brad concludes with ways you can build on the momentum to rally support for investments and chart your direction. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/customer-success-foundations-professional-certificate-by-churnzero"" target=""_blank"">Professional Certificate</a> from ChurnZero.</p>",Course,2022-01-29 18:08 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2824178,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2824178,Course,2020-05-03 10:22 UTC,N/A,false,N/A,
Nano Tips to Foster a Growth Mindset and Mental Agility with Shadé Zahrai,"<p>Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.</p>

<p>In this installment award-winning leadership strategist and peak performance specialist Shadé Zahrai shows you how you can succeed professionally and in life using a growth mindset and mental agility.</p>

<p>Shadé explains how to master your inner dialogue by tapping into the power of “yet”, shifting your focus to possibility, and using language for growth. She covers ways to overcome obstacles through changing your perspective on failure, emphasizing growth over speed, and detaching from external approval. Plus, Shadé gives you several practical tips on how you can apply a growth mindset toward others in how you respond to compliments and how you give and receive feedback.</p>
 
<p>This course was created by Shadé Zahrai. We are pleased to host this training in our library.</p>",Course,2023-10-29 21:56 UTC,N/A,false,N/A,
